1;/leftImg8bit/train/krefeld/krefeld_000000_011655_leftImg8bit.png
2;/leftImg8bit/train/krefeld/krefeld_000000_012353_leftImg8bit.png
3;/leftImg8bit/train/krefeld/krefeld_000000_024276_leftImg8bit.png
4;/leftImg8bit/train/krefeld/krefeld_000000_006274_leftImg8bit.png
5;/leftImg8bit/train/dusseldorf/dusseldorf_000093_000019_leftImg8bit.png
6;/leftImg8bit/train/dusseldorf/dusseldorf_000177_000019_leftImg8bit.png
7;/leftImg8bit/train/dusseldorf/dusseldorf_000020_000019_leftImg8bit.png
8;/leftImg8bit/train/dusseldorf/dusseldorf_000022_000019_leftImg8bit.png
9;/leftImg8bit/train/hamburg/hamburg_000000_053086_leftImg8bit.png
10;/leftImg8bit/train/hamburg/hamburg_000000_089696_leftImg8bit.png
11;/leftImg8bit/train/hamburg/hamburg_000000_032906_leftImg8bit.png
12;/leftImg8bit/train/hamburg/hamburg_000000_065983_leftImg8bit.png
13;/leftImg8bit/train/bremen/bremen_000233_000019_leftImg8bit.png
14;/leftImg8bit/train/bremen/bremen_000161_000019_leftImg8bit.png
15;/leftImg8bit/train/bremen/bremen_000182_000019_leftImg8bit.png
16;/leftImg8bit/train/bremen/bremen_000126_000019_leftImg8bit.png
17;/leftImg8bit/train/ulm/ulm_000054_000019_leftImg8bit.png
18;/leftImg8bit/train/ulm/ulm_000040_000019_leftImg8bit.png
19;/leftImg8bit/train/ulm/ulm_000064_000019_leftImg8bit.png
20;/leftImg8bit/train/ulm/ulm_000081_000019_leftImg8bit.png
21;/leftImg8bit/train/cologne/cologne_000144_000019_leftImg8bit.png
22;/leftImg8bit/train/cologne/cologne_000016_000019_leftImg8bit.png
23;/leftImg8bit/train/cologne/cologne_000013_000019_leftImg8bit.png
24;/leftImg8bit/train/cologne/cologne_000028_000019_leftImg8bit.png
25;/leftImg8bit/train/zurich/zurich_000117_000019_leftImg8bit.png
26;/leftImg8bit/train/zurich/zurich_000082_000019_leftImg8bit.png
27;/leftImg8bit/train/zurich/zurich_000049_000019_leftImg8bit.png
28;/leftImg8bit/train/zurich/zurich_000011_000019_leftImg8bit.png
29;/leftImg8bit/train/erfurt/erfurt_000065_000019_leftImg8bit.png
30;/leftImg8bit/train/erfurt/erfurt_000103_000019_leftImg8bit.png
31;/leftImg8bit/train/erfurt/erfurt_000039_000019_leftImg8bit.png
32;/leftImg8bit/train/erfurt/erfurt_000013_000019_leftImg8bit.png
33;/leftImg8bit/train/strasbourg/strasbourg_000000_004951_leftImg8bit.png
34;/leftImg8bit/train/strasbourg/strasbourg_000000_014416_leftImg8bit.png
35;/leftImg8bit/train/strasbourg/strasbourg_000001_029980_leftImg8bit.png
36;/leftImg8bit/train/strasbourg/strasbourg_000001_047755_leftImg8bit.png
37;/leftImg8bit/train/tubingen/tubingen_000134_000019_leftImg8bit.png
38;/leftImg8bit/train/tubingen/tubingen_000095_000019_leftImg8bit.png
39;/leftImg8bit/train/tubingen/tubingen_000136_000019_leftImg8bit.png
40;/leftImg8bit/train/tubingen/tubingen_000096_000019_leftImg8bit.png
41;/leftImg8bit/train/weimar/weimar_000077_000019_leftImg8bit.png
42;/leftImg8bit/train/weimar/weimar_000127_000019_leftImg8bit.png
43;/leftImg8bit/train/weimar/weimar_000059_000019_leftImg8bit.png
44;/leftImg8bit/train/weimar/weimar_000079_000019_leftImg8bit.png
45;/leftImg8bit/train/aachen/aachen_000051_000019_leftImg8bit.png
46;/leftImg8bit/train/aachen/aachen_000000_000019_leftImg8bit.png
47;/leftImg8bit/train/aachen/aachen_000149_000019_leftImg8bit.png
48;/leftImg8bit/train/aachen/aachen_000109_000019_leftImg8bit.png
49;/leftImg8bit/train/monchengladbach/monchengladbach_000000_032540_leftImg8bit.png
50;/leftImg8bit/train/monchengladbach/monchengladbach_000000_035083_leftImg8bit.png
51;/leftImg8bit/train/monchengladbach/monchengladbach_000000_035718_leftImg8bit.png
52;/leftImg8bit/train/monchengladbach/monchengladbach_000000_002255_leftImg8bit.png
53;/leftImg8bit/train/stuttgart/stuttgart_000195_000019_leftImg8bit.png
54;/leftImg8bit/train/stuttgart/stuttgart_000040_000019_leftImg8bit.png
55;/leftImg8bit/train/stuttgart/stuttgart_000150_000019_leftImg8bit.png
56;/leftImg8bit/train/stuttgart/stuttgart_000161_000019_leftImg8bit.png
